so_question_id,so_answer_score,status,total_score,resource,fixture_type,penalty,d1,d2,d3,d4,d5,g3_pass,g4_new,question_raw
Humberto Lantero,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I'm using 0.14.2 Terraform version. I'm trying to deploy an EKS cluster with two nodes with this code:</p>
<pre><code>resource &quot;aws_eks_cluster&quot; &quot;cluster&quot; {
  enabled_cluster_lo"
Richard Rublev,0,accept,2.1,Pod,followup,0.0,2,3,2,1,2,True,True,"<p>I created a pod 5 hours ago.Now I have error:Pull Back Off
These are events from describe pod</p>

<pre><code>Events:
  Type     Reason       Age                      From               Message
  -"
yatsukino,0,accept,2.15,Service,yaml_gen,0.3,3,2,3,1,3,True,False,<p>I have a kubernetes cluster deployed with rke witch is composed of 3 nodes in 3 different servers and in those server there is 1 pod which is running yatsukino/healthereum which is a personal modif
Seanny123,0,review,1.85,Deployment,relationship,0.3,2,2,3,1,3,True,False,"<p>Using <a href=""https://helm.dask.org/"" rel=""nofollow noreferrer"">Helm</a>, I've created a Dask cluster.</p>

<pre><code>NAME                               READY   STATUS    RESTARTS   AGE
dask01-ju"
Giorgos K.,0,discard_score,1.45,Job,followup,0.0,1,2,2,1,1,True,True,"<p>I would like to do server-side validation of Kubernetes yaml files before applying them.</p>
<p>I know that in my Jenkins agent, I could use the following kubectl command for validating yaml files "
Mr.DevEng,0,discard_score,1.35,Deployment,conceptual,0.3,1,2,2,1,3,True,False,"<p>I am trying to use Kubernetes cluster with Kubernetes Helm chart for defining the Kubernetes services and deployment. I installed Helm client on one machine by using the following command,</p>

<pr"
caffeine_inquisitor,0,discard_g3,0.0,Ingress,conceptual,0.0,0,0,0,0,0,False,True,"<p>I am trying to access kubernetes dashboard on my local PC through Ingress. The steps I've done so far are:</p>
<ol>
<li>Install Nginx Ingress by:</li>
</ol>
<pre><code>    kubectl apply -f https://"
teeboy,0,discard_score,1.55,Service,conceptual,0.3,2,2,2,1,2,True,False,<p>I will end up having around 20 microservices on the Kubernetes cluster eventually. I am thinking &quot;services meshes&quot; like Istio are overkill. if I have to do just basic <strong>&quot;servic
adnan kamili,0,discard_g3,0.0,Ingress,conceptual,0.0,0,0,0,0,0,False,True,"<p>The default method documented for enabling legacy TLS is using config maps:</p>

<p><a href=""https://kubernetes.github.io/ingress-nginx/user-guide/tls/#legacy-tls"" rel=""nofollow noreferrer"">https:/"
Sam Palmer,0,review,1.9,Deployment,yaml_gen,0.3,3,1,3,1,3,True,False,"<p>I am trying to auto-scale my redis workers based on queue size, I am collecting the metrics using <code>redis_exporter</code> and <code>promethues-to-sd</code> sidecars in my redis deployment as so"
adelbertc,0,review,1.8,Secret,conceptual,0.3,2,3,2,1,2,True,False,"<p>I have a couple Charts which all need access to the same Kubernetes Secret. My initial plan was to create a Chart just for those Secrets but it seems <a href=""https://github.com/helm/helm/issues/46"
marvelTracker,0,accept,2.2,Pod,yaml_gen,0.3,3,3,3,1,1,True,False,"<p>I'm kind of new to the Kubernetes world. In my project we are planning to use windows containers(.net full framework) in short term and linux containers(.net core) for the long run.</p>

<p>We have"
AIMarvel,0,discard_g2,0.0,Configmap,conceptual,0.0,0,0,0,0,0,True,True,"<p>As mentioned above, I want to merge multiple deployment yaml files in k8s into one yaml file, but because of the project, I can't use the separator &quot;---&quot;.</p>"
xeLL,0,discard_score,1.3,Ingress,conceptual,0.3,2,1,2,1,2,True,False,"<p>Could you please provide explanation for what reason <a href=""https://github.com/oauth2-proxy/oauth2-proxy"" rel=""nofollow noreferrer"">oauth2-proxy</a> as sidecar can be used?
For example an archite"
Maks Shal,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I have my own Spring Cloud Data Flow processor with Python inside, I used this sample as a guide: <a href=""https://dataflow.spring.io/docs/recipes/polyglot/processor/"" rel=""nofollow noreferrer"">htt"
KiteUp,0,discard_score,1.75,Role,followup,0.0,2,2,2,1,1,True,True,"<p>I am trying to build an AWS EKS Cluster with AWS cdk in Java.</p>

<p>We have an existing VPC and subnets which need to get some Kubernetes tags like <strong>kubernetes.io/role/internal-elb=1</stro"
bennex,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,<p>I am looking for a way to collect Java exceptions thrown by containers. I know the function from the logging system of GKE/GCP and would like to implement a similar logging system in our self-hoste
Madura Dissanayake,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I'm getting this issue all the time when I try pulling image to my EKS cluster, it says pull rate limit is reached, but when I try pulling it to my local computer it works.</p>
<pre><code> Failed t"
w0051977,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I am trying to follow the instructions on this webpage to debug an app deployed to Kubernetes in Visual Studio 2019: <a href=""https://github.com/VladimirAkopyan/DockerDotnetDebug"" rel=""nofollow nor"
u123,0,discard_score,1.55,Secret,conceptual,0.3,2,2,2,1,2,True,False,"<p>I am trying to read a specific value from a secret using kubectl 1.18.8.</p>
<p>I can get the following just fine:</p>
<pre><code>$ kubectl get secret my-secret -o jsonpath='{.data}'
map[.dockercfg"
Vinay B,0,discard_score,1.65,Ingress,conceptual,0.3,2,2,2,1,3,True,False,"<p>When using an external load balancer with istio ingress gateways (multiple replicas spread across different nodes), how does it identify which istio ingress gateway it can possibly hit i.e. I can m"
SagiLow,0,review,1.8,Secret,conceptual,0.3,2,3,2,1,2,True,False,"<p>I've seen some examples of <code>helm</code> charts and it looks like some values are encoded to base64 (<code>{{ .Values.name | b64enc }}</code>).<br>
<strong>Why and when</strong> should it be us"
dushkin,0,review,1.8,Pod,followup,0.0,1,3,2,1,2,True,True,"<p>I tried the following but failed to get a list of all pods like these:</p>
<pre><code>my-pod-1
my-pod-19
my-pod-24
</code></pre>
<p>etc.</p>
<pre><code>kgp | grep -E my-pod-[0-9]+
kgp | grep -E my-"
intechops6,0,discard_g3,0.0,Ingress,conceptual,0.0,0,0,0,0,0,False,True,"<p>My Kubernetes cluster is running in Vmware PKS. </p>

<p>I am having <strong>Ingress</strong> resource with <strong>spec.rules.host: test.domain.com</strong> for backend service ""test-service"". I u"
Bartłomiej Szałach,0,discard_score,1.3,Service,conceptual,0.3,2,1,2,1,2,True,False,"<p>I'd like to restart my service every day in the morning. When I do it manually I just remove the pod on GCP and it starts again. Alternatively I can use:</p>

<pre><code>helm delete service_name-de"
Federico Fissore,0,discard_score,1.5,Job,conceptual,0.3,1,3,2,1,2,True,False,"<p>According to <a href=""https://kubernetes.io/docs/concepts/workloads/controllers/job/#clean-up-finished-jobs-automatically"" rel=""nofollow noreferrer"">the docs</a>:</p>
<blockquote>
<p>Keeping them ("
blane,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>Unable to get stack driver to recognize syslog levels. Everything appears as an error despite specifying <code>DEBUG</code> </p>

<pre><code>logwriter, e := syslog.New(syslog.LOG_DEBUG, ""myprog"")
i"
Janshair Khan,0,discard_g2,0.0,Daemonset,conceptual,0.0,0,0,0,0,0,True,True,<p>I have a Fluentd running as <code>DaemonSet</code> in my Kubernetes cluster. Multiple applications are deployed in the form of microservices on the cluster spanned across namespaces by the same nam
Vojtěch,0,review,1.95,Pod,conceptual,0.0,2,2,2,1,3,True,True,"<p>I am running apache in Kubernetes pod and I am troubled by random OOM kills of the apache process and I am unsure of the cause.</p>
<p>The pod has 600M memory limit and it seems it can consume it q"
robrich,0,discard_score,1.4,Service,followup,0.3,2,1,2,1,3,True,False,<p>In minikube I can get a service's url via <code>minikube service kubedemo-service --url</code>.  How do I get the URL for a <code>type: LoadBalancer</code> service in Docker for Mac or Docker for W
One Developer,0,review,1.8,Namespace,conceptual,0.0,1,3,2,1,2,True,True,"<p>I have installed and configured Prometheus on my Azure Kubernetes as per the following configuration</p>
<pre><code>prometheus_values.yaml
======================
global:
  scrape_interval: 1m
  scr"
ewilan,0,discard_score,1.45,Service,relationship,0.3,1,2,3,1,2,True,False,"<p>On my OS X host, I'm using Docker CE (18.06.1-ce-mac73 (26764)) with Kubernetes enabled and using Kubernetes orchestration. From this host, I can run a stack deploy to deploy a container to Kuberne"
RedGiant,0,discard_g3,0.0,Service,conceptual,0.0,0,0,0,0,0,False,True,"<p>I'm trying to follow <a href=""https://github.com/hetznercloud/hcloud-cloud-controller-manager/issues/74#issuecomment-678073133"" rel=""nofollow noreferrer"">this suggestion</a> to use <a href=""https:/"
nimit garg,0,accept,2.45,Job,yaml_gen,0.0,3,2,3,1,3,True,True,"<p>I want to run a kubernetes Job exactly once. This may by a script that will do some database updates. We dont want for any reason, that script to be executed more than once.</p>

<p>Any suggestion,"
yman,0,discard_score,1.6,Pod,followup,0.0,2,1,2,1,2,True,True,"<p>I have started pods with command</p>
<pre class=""lang-sh prettyprint-override""><code>$ kubectl run busybox \
--image=busybox \
--restart=Never \
--tty \
-i \
--generator=run-pod/v1
</code></pre>
<p"
otniel,0,discard_g2,0.0,Configmap,conceptual,0.0,0,0,0,0,0,True,True,"<p>I've been reading other questions about getting K8s environment variables to work in a Next.js app, but no accepted answer till now.</p>
<p>My app works fine using .env.local but it's getting an er"
Vikram K,0,discard_score,1.55,Service,followup,0.3,2,2,2,1,2,True,False,"<p>I was trying to setup a Kubernetes cluster on a RHEL 7 machine. When trying to initialize a Kubernetes control-plane node, I'm facing issue while running the below kubeadm init command:</p>

<pre><"
Rakib,0,discard_g3,0.0,Ingress,conceptual,0.0,0,0,0,0,0,False,True,"<p>I have a GKE/GCE ingress file which has 2 hosts.</p>
<pre class=""lang-yaml prettyprint-override""><code>apiVersion: networking.k8s.io/v1beta1
kind: Ingress
metadata:
  name: my-ingress
spec:
  rules"
Kevin Su,0,accept,2.1,Deployment,relationship,0.3,2,3,3,1,3,True,False,"<p>There are two ways to run spark application on Kubernetes.</p>
<ol>
<li>Use spark-submit with <code>k8s://</code> master URL.</li>
<li>Use <a href=""https://github.com/GoogleCloudPlatform/spark-on-k"
user2858005,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I am planning to setup Apache Nifi on Kubernetes and make it to production. During my surfing I didn't find any one who potentially using this combination for production setup. </p>

<p>Is this goo"
alexzimmer96,0,accept,2.05,Namespace,yaml_gen,0.0,2,2,3,1,2,True,True,"<p>i'm playing around with knative currently and bootstrapped a simple installation using gloo and glooctl. Everything worked fine out of the box. However, i just asked myself if there is a possibilit"
crockpotveggies,0,discard_score,1.5,Service,conceptual,0.3,1,3,2,1,2,True,False,<p>Is there a recommended pattern or solution for keeping the definitions of individual Terraform services in their respective code repositories while still being able to update the entire project's i
DawPawel,0,discard_score,1.45,Deployment,followup,0.3,2,2,2,1,1,True,False,<p>I'm using GKE for more than year and i never had any problems with stackdriver logging/monitoring. But when i created new cluster with version <strong>1.15.9-gke.26</strong> i don't see any logs in
Shikloshi,0,discard_score,1.55,Deployment,conceptual,0.3,2,2,2,1,2,True,False,<p>I'm using a simple <code>ballerina</code> code to build my program (simple hello world) with <code>ballerinax/kubernetes</code> annotations. The service is being compiled succesfully and accessible
Nils Rommelfanger,0,accept,2.2,Deployment,conceptual,0.3,3,3,2,1,3,True,False,"<p>I want to apply concat filter to the logs of a java app that is deployed on Kubernetes to concatenate multiline logs (not only exceptions) into one log event..</p>
<p>This is the final working vers"
stefan,0,review,1.9,Pod,conceptual,0.0,3,1,2,1,2,True,True,"<p>I have a <code>registry:2</code> deployed as pod in my kubernetes cluster (running on docker-for-win, WSL2). I have two services for this pod as shown below:</p>
<pre class=""lang-yaml prettyprint-o"
xbmono,0,accept,2.1,Ingress,relationship,0.3,2,3,3,1,3,True,False,"<p>There are many questions like this I can find in the internet but none of the solutions provided worked.</p>
<p>I am using <code>jboss/keycloak:14.0.0</code> docker image. The following properties "
Dreams,0,review,1.9,Pod,followup,0.0,1,3,2,1,3,True,True,"<p>I need a deployment where each pod has a single container and each container has 2 java processes running. Since a container starts with a process(P1), and if that particular process(P1) is killed,"
FCR,0,discard_g2,0.0,Daemonset,conceptual,0.0,0,0,0,0,0,True,True,"<p>I am trying to understand the interaction between Docker and Fluentd in a K8s cluster. I have seen places where you need to configure Docker to output to a logging driver, and Fluentd can be used a"
bob_cobb,0,accept,2.1,Role,followup,0.0,2,3,2,1,2,True,True,"<p>Maybe I'm just a bit confused, but basically I'm trying to establish my workflow with using the <code>gcloud</code> cli through my own host (Mac) terminal rather than the provided gcloud interactiv"
Sebastien,0,discard_g3,0.0,Service,conceptual,0.0,0,0,0,0,0,False,True,"<p>I have created a cluster using the google cloud platform (container engine) and deployed a pod using the following YAML file:</p>

<pre class=""lang-yaml prettyprint-override""><code>apiVersion: exte"
Alan,0,accept,2.2,Namespace,conceptual,0.0,2,3,2,1,3,True,True,"<p>I have this command in a bash script</p>
<pre><code>kubectl get svc --selector='app.kubernetes.io/component=sentinel' --all-namespaces -o json |
jq -r '
.items
   | map(
   {label:.metadata.name,
 "
tr53,0,discard_g3,0.0,Ingress,conceptual,0.0,0,0,0,0,0,False,True,"<p>I  deployed grafana using helm and now it is running in pod. I can access it if I proxy port 3000 to my laptop. 
Im trying to point a domain <code>grafana.something.com</code> to that pod so I can "
falsePockets,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I'm trying to install a helm package on a kubernetes cluster which allegedly has RBAC disabled.
I'm getting a permission error mentioning <code>clusterroles.rbac.authorization.k8s.io</code>, which "
mnj,0,discard_score,1.2,Deployment,yaml_gen,0.3,1,1,3,1,2,True,False,"<p>I find it &quot;a bit&quot; boring to create K8s manifests for services that I want to deploy. Typically, for an app, a set of manifests as follows is needed:</p>
<ul>
<li>deployment</li>
<li>servi"
akhil,0,review,1.9,Deployment,conceptual,0.3,2,3,2,1,3,True,False,"<p>I am having .net a self-hosted application, basically, it runs for 12 hours. The entire functionality is working as expected in my local machine.</p>
<p>Reference:
<a href=""https://learn.microsoft."
AndrewS,0,accept,2.15,Pod,conceptual,0.0,3,2,2,1,2,True,True,"<p>I am trying to extract the mac or ips addresses under metadata.annotations using either kubectl get po in json filter or using jq. other objects are easy to manipulate to get those values.</p>

<p>"
user957594,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>What works on one corporate computer doesn't work on another.</p>
<p>Maybe corporate network proxy or CA cert? Domain whitelisting? How do you debug this?</p>
<pre><code>az login
az account set --s"
Jackie,0,review,1.8,Deployment,followup,0.3,2,3,2,1,2,True,False,"<p>First I create a local Docker registry...</p>

<pre><code>docker run -d -p 5000:5000 --restart=always --name registry registry:2
</code></pre>

<p>Then I push</p>

<pre><code>docker push localhost:"
Kuldeep,0,review,1.85,Node,relationship,0.0,1,2,3,1,3,True,True,"<p>I have deployed kubernetes cluster on AWS EC2 Ubuntu Nodes, one master node and one worker node. Its a free tier t2.micro machine with 1 CPU.</p>

<p>I installed and configured everything and on da"
Invictus,0,accept,2.5,Node,yaml_gen,0.0,3,3,3,1,1,True,True,"<p>I have the following conf</p>

<pre><code>cat kubeadm-conf.yaml 

apiVersion: kubeadm.k8s.io/v1beta1
kind: InitConfiguration
apiServerExtraArgs:
  enable-admission-plugins: NodeRestriction,Mutating"
ryuken,0,review,1.8,Secret,conceptual,0.3,3,1,3,1,2,True,False,"<p>I'm learning Kubernetes and below are the yaml configuration files:
mongo-config.yaml</p>
<pre><code>apiVersion: v1
kind: ConfigMap
metadata:
  name: mongo-config
data:
  mongo-url: mongo-service
<"
Alparslan,0,discard_score,1.2,Service,conceptual,0.3,2,1,2,1,1,True,False,<p>I will install Istio as a service mesh on AWS EKS. I know that Istio provides its own Ingress Gateway. What I am confused about is: <strong>Do we still need to use AWS ALB or ELB in front of Istio 
Evan R.,0,discard_g3,0.0,Deployment,conceptual,0.0,0,0,0,0,0,False,True,"<pre><code>mount: tmpfs is write-protected, mounting read-only
mount: cannot mount tmpfs read-only
failed.
</code></pre>

<p>basedon documentation re: annotations, and the <a href=""https://github.com/"
Moe,0,review,1.95,Deployment,conceptual,0.3,3,2,2,1,3,True,False,"<p>Pod doesn't start. Pod is not shown by  <code>oc(kubectl) get pods</code> command.</p>
<p>Error summary:</p>
<p>Type       :      Status : Reason</p>
<p>Progressing    :  True   : NewReplicaSetAvai"
Moshe Shaham,0,discard_score,1.45,Secret,relationship,0.3,1,2,3,1,2,True,False,"<p>I installed mongodb on kubernetes using helm:</p>
<pre><code>helm install mongo bitnami/mongodb
</code></pre>
<p>now i'm trying to connect using the root password I got using this command</p>
<pre>"
Peter,0,discard_score,1.75,Service,relationship,0.3,2,2,3,1,2,True,False,"<p>I would like to understand the mapping between the service port and pod container port.</p>

<p>Do I need to define the container port as part of my pod and also as part of my service? Or it's ok j"
touati ahmed,0,review,1.85,Deployment,conceptual,0.3,3,2,2,1,2,True,False,<p>I have a pod that i want to run on the same node if possible as another one or at least to run in the same availability zone at first i thought that i can use podAffinity with preferredduringschedu
Rancor,0,review,1.8,Role,followup,0.0,1,3,2,1,2,True,True,"<p>I can't delete/update a cluster. I'm getting: </p>

<pre><code>    I0107 19:54:02.618454 8397 request_logger.go:45] AWS request: autoscaling/DescribeAutoScalingGroups
I0107 19:54:02.812764 8397 req"
Moshe Shaham,0,discard_score,1.0,Ingress,conceptual,0.3,1,1,2,1,2,True,False,"<p>Running helm install for my chart gives my time out error. I have no idea why. Running this in a simple aws instance, no firewall or anything like that. I worked previously and suddenly stopped wor"
meanpunk,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>All Kubernetes documentation I've seen around copying files is using 'kubectl cp' command.
<a href=""https://kubectl.docs.kubernetes.io/pages/container_debugging/copying_container_files.html"" rel=""n"
Cr4zyTun4,0,review,1.85,Job,conceptual,0.3,2,2,3,1,3,True,False,"<p>I am preparing for the CKAD exam and I am doing practice with the questions provide <a href=""https://github.com/dgkanatsios/CKAD-exercises/blob/master/c.pod_design.md"" rel=""nofollow noreferrer"">her"
Daniel Kobe,0,discard_score,1.5,Node,conceptual,0.3,3,1,2,1,1,True,False,"<p>I know there are some existing questions out there, they usually refer to this <a href=""https://github.com/kubernetes/autoscaler/blob/master/cluster-autoscaler/FAQ.md#i-have-a-couple-of-nodes-with-"
harlandgomez,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I have an issue where I need to delete a calico-typha poddisruption budget resource and it keeps on respawning.</p>
<p>So far I've tried</p>
<ul>
<li><code>kubectl delete pdb calico-typha</code></l"
Manu Chadha,0,discard_g2,0.0,Statefulset,conceptual,0.0,0,0,0,0,0,True,True,"<p>In this tutorial <a href=""https://kubernetes.io/docs/tasks/run-application/run-replicated-stateful-application/"" rel=""nofollow noreferrer"">https://kubernetes.io/docs/tasks/run-application/run-repli"
Chesneycar,0,accept,2.1,Namespace,conceptual,0.0,2,3,2,1,2,True,True,"<p>I currently have a Kubernetes FluentD operator<a href=""https://github.com/vmware/kube-fluentd-operator"" rel=""nofollow noreferrer"">[1]</a> running in my environment. It deploys fine using the helm c"
UnderWood,0,discard_score,1.6,Role,conceptual,0.0,2,1,2,1,2,True,True,"<p>Is there a way we can make Kubernetes read-only? I would like to temporarily disallow making changes to my K8s cluster for sometime, but continue to allow all <code>get</code> operations. And then "
Nick,0,discard_score,1.7,Service,followup,0.3,2,3,2,1,1,True,False,"<p>I have just setup a GKE (Google Cloud) based Istio Kubernetes cluster and have having some connectivity issues within the cluster. </p>

<p>On hitting the external ip from the outside world I get a"
Mike,0,review,1.85,Pod,conceptual,0.0,2,2,2,1,2,True,True,"<p>I created an init container to mount volume.</p>
<p>Here is an example and actually I will use the volume to inject something into main container for monitoring purpose. Imagine I will do this for "
Jan,0,discard_g2,0.0,Configmap,conceptual,0.0,0,0,0,0,0,True,True,"<p>I have a simple <code>.env</code> file with content like this</p>
<pre><code>APP_PORT=5000
</code></pre>
<p>I add the values of that file with Kustomize. When I apply my Rails app, it crashes becau"
Juicy,0,review,1.8,Pod,yaml_gen,0.3,3,1,3,1,2,True,False,"<p>I have a service sitting on the edge. This service needs to send some stuff somewhere over the Internet.</p>

<p>I'm using Canal CNI.</p>

<p>Can I define a NetworkPolicy that allows egress <em>onl"
Jan,0,discard_score,1.7,Node,followup,0.0,2,1,2,1,3,True,True,"<p>I stick to this problem quite long now:</p>
<p>I have a standard NextJS app, which uses environment variables (for client side <code>NEXT_PUBLIC_MY_VAR</code> as well for server side ones <code>MY_"
Ryan,0,discard_g2,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I want to intercept the helm YAML and customize it using a Python script, and then install it. I have been doing something like <code>helm template | python3 script... | kubectl apply -f -</code> b"
Sundara J,0,discard_g3,0.0,Ingress,conceptual,0.0,0,0,0,0,0,False,True,"<p>We have a single docker image thats being deployed as 2 different services thru kubernetes and helm with names like ""ServiceA"" and ""ServiceB"". At the point deploy happens need to set the context pa"
Abhishek Somani,0,discard_score,1.65,Pod,conceptual,0.0,1,2,2,1,3,True,True,"<p>I have been trying to run tomcat container on port 5000 on cluster using kubernetes. But when i am using kubectl create -f tmocat_pod.yaml , it creates pod but docker ps does not give any output. W"
Jeff Hutchins,0,accept,2.1,Namespace,conceptual,0.0,2,3,2,1,2,True,True,"<p>I installed istio with the kubernetes and helm instructions and annotated a namespace to automatically inject the istio proxy, but it does not appear to be working well. The proxy tries to start bu"
yuyang,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>If Kube proxy is down, the pods on a kubernetes node will not be able to communicate with the external world. Anything that Kubernetes does specially to guarantee the reliability of kube-proxy? </p"
DavM,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I need to use now multiple cluster, currently what I did is simple put all the kubeconfig
under <code>.kube</code> folder and any time update the config file with the cluster which I need , e.g.</p"
Adrien J,0,accept,2.1,Service,relationship,0.3,2,3,3,1,3,True,False,"<p>I want to start to build a Microservices Application. So far I have identified each project and the way that they interact each other, also the relation with the DB. 
I am using <strong>Java 8</str"
Satrio Adi Prabowo,0,discard_score,1.5,Affinity,followup,0.0,2,1,2,1,1,True,True,"<p><strong>Problem</strong></p>
<p>We are trying to create an inference API that load PyTorch ResNet-101 model on AWS EKS. Apparently, it always killed OOM due to high CPU and Memory usage. Our log sh"
xeLL,0,review,1.8,Ingress,conceptual,0.3,2,3,2,1,2,True,False,"<p>I'm facing a trouble that I need certs for my Keycloak inside k8s cluster to use nginx ingress. Which is the easiest way to add them?
I started like this:</p>
<pre><code>kubectl create secret tls t"
Morariu,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I have deployed an EKS cluster with a private endpoint (with the help of vpc endpoints). There is no public endpoint and there is no internet gateway.</p>
<p>I need to understand how to access the "
Jeanluca Scaljeri,0,discard_g3,0.0,Ingress,conceptual,0.0,0,0,0,0,0,False,True,"<p>In my kubernetes cluster I would like to do monitoring so I installed grafana. </p>

<p>I would like to access the grafana dashboard as <code>http://example.com/monitoring</code>, so I tried to inc"
LearningBuddy,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,<p>We are accessing shared database from multiple pods in kubernetes. All the pods may writes/updates and reads from the db. How to handle data integrity in this case ? Is JPA isolation levels are eno
dhanabalan Rangasamy,0,discard_score,1.7,Ingress,conceptual,0.3,2,3,2,1,1,True,False,"<p>I have my application running in EKS cluster.I have exposed the application using Ingress- ALB load balancer controller. ALB load balancer controller has deleted recently, how to find when it got d"
Psycho Punch,0,discard_g2,0.0,,conceptual,0.0,0,0,0,0,0,True,True,<p>I'm new to Helm and I haven't quite fully grasped the concepts yet. What I'm currently trying to do is to create a custom chart that basically just sets specific values for another chart that's ava
djkobi97,0,discard_score,1.55,Namespace,followup,0.0,1,2,2,1,2,True,True,"<p>Okay you can easy install application but where is the benefit compared to normal .yaml files from Kubernetes?
Can someone give me a example where it is useful to use helm and why normal Kubernetes"
rmagnum2002,0,discard_score,1.5,Secret,conceptual,0.3,3,1,2,1,1,True,False,"<p>I am receiving this error when starting a Pod</p>
<pre><code>Failed to pull image &quot;docker-username/docker-private-repository:latest&quot;: rpc error: code = Unknown desc = Error response from "
Anton Wagner,0,discard_score,1.65,Namespace,conceptual,0.0,1,2,2,1,3,True,True,"<p>I am trying to configure kubectl to use a remote Kubernetes cluster on my local windows machine following the <a href=""https://kubernetes.io/docs/tasks/tools/install-kubectl/#install-with-chocolate"
znat,0,discard_score,1.75,Node,followup,0.0,2,2,2,1,1,True,True,"<p>I am running a cluster on GKE with a single node pool. It has 3 nodes and can scale from 1 to 99 nodes. The cluster uses the <code>nginx-ingress</code> controller</p>

<p>On this cluster, I want to"
Bhoomtawath Plinsut,0,discard_score,1.65,Pod,conceptual,0.0,1,2,2,1,3,True,True,"<p>I stored a RSA key as a secret for my pod, which is used as an environment variable, but my pod keep reporting error because format of my RSA key is incorrect.</p>

<p>However; the RSA key work jus"
MickyOwly,0,discard_g3,0.0,Pod,conceptual,0.0,0,0,0,0,0,False,True,"<p>I'm trying to build a local bare metal kubernetes cluster on ubuntu. </p>

<p>Following step by step guide (<a href=""https://www.youtube.com/watch?v=UWg3ORRRF60"" rel=""nofollow noreferrer"">https://w"
Marcin Zablocki,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I have 1TB of images stored in GCS (data is splitted into 3 classes). I want to train custom Tensor Flow model on this data in Kubeflow.
Currently, I have pipeline components for training and persi"
ThomasVdBerge,0,discard_g3,0.0,Ingress,conceptual,0.0,0,0,0,0,0,False,True,"<p>Trying to get <a href=""https://github.com/thingsboard/thingsboard/blob/release-2.3/k8s/thingsboard.yml"" rel=""noreferrer"">ThingsBoard</a> running on google cloud. </p>

<p>I am now seeing the follow"
Zester07,0,discard_score,1.8,Job,followup,0.0,3,1,2,1,1,True,True,"<p>I am trying to submit Spark job onto the Spark Cluster which is setup on AWS EKS as</p>
<pre><code>NAME                            READY   STATUS              RESTARTS   AGE
spark-master-5f98d5-5kd"
radicaled,0,discard_g2,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I'm trying to make a simple test to build a simple nginx on kubernetes from terraform.
This is the first time working terraform.</p>

<p>This is the basic terraform file:</p>

<pre><code>provider """
user84592,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I am reading a blog to integrate EFK(a log system) into k8s in centos 7.4. There are following instructions:</p>

<pre><code># mkdir ~/es_data
# chmod g+rwx es_data
# chgrp 1000 es_data
# chown 100"
Pushpendra,0,review,1.85,Service,relationship,0.3,2,2,3,1,3,True,False,"<p>We have created a statefulset &amp; headless service. There are 2 ways by which we can define peer ips in application:</p>
<ol>
<li>Use 'cassandra-headless-service-name' in contactPoints</li>
<li>F"
ItayB,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>We are running Spark 3.1.1 on Kubernetes in client mode.</p>
<p>We are a simple scala spark application that loads parquet files from S3 and aggregates them:</p>
<pre><code>sparkSession.read.parque"
6dev6il6,0,discard_score,1.5,Service,followup,0.3,1,3,2,1,2,True,False,"<p>I have a Kubernetes app that is constantly logging ServiceBusReceiver.Receive Dependency calls. It is creating 2000 logs per hour, per instance.
In the TelemtryClient there are only custom methods "
d.ansimov,0,discard_g3,0.0,Ingress,conceptual,0.0,0,0,0,0,0,False,True,"<p>I have a kubernetes ingress manifest YAML, looking like next:</p>

<pre><code>apiVersion: extensions/v1beta1
kind: Ingress
metadata:
  annotations:
    certmanager.k8s.io/acme-http01-edit-in-place:"
Antonio Gamiz Delgado,0,review,1.9,HorizontalPodAutoscaler,followup,0.0,1,3,2,1,3,True,True,"<p>So we have a kubernetes cluster running some pods with celery workers. We are using python3.6 to run those workers and celery version is 3.1.2 (I know, really old, we are working on upgrading it). "
